Set Size,Highest Value
26,497
32,500
26,494
29,498
32,473
30,485
25,489
29,496
21,482
21,477
29,495
31,451
21,487
30,434
30,470
23,484
20,449
27,499
18,468

25,495
25,496
27,494
32,476
26,488
26,483
26,492
30,451
29,490
31,491
25,471
27,449
25,481
30,486
29,499
24,479
24,498
19,500
20,447

27,481
33,473
26,498
21,490
25,449
25,499
26,492
34,495
30,482
30,488
29,456
20,463
19,500
22,486
32,450
26,485
20,496
20,440
35,493

25,478
22,500
36,486
22,443
30,447
20,498
26,499
24,489
31,496
23,494
25,455
26,492
31,473
25,491
25,490
26,472
27,477
28,470
28,493

27,497
19,495
32,492
31,482
21,485
32,500
22,494
25,419
25,483
33,496
25,470
29,498
24,488
26,476
18,472
25,469
30,499
27,466
29,489

24,493
22,494
27,500
31,474
27,495
32,491
28,498
32,471
23,488
28,487
26,466
28,486
26,492
22,453
27,499
24,469
24,479
25,432
24,496

27,486
34,494
20,466
27,500
34,478
21,437
31,481
25,492
18,464
24,497
21,488
26,479
22,499
19,495
22,458
36,491
34,493
32,498
27,489

32,496
29,492
24,467
27,485
19,468
25,474
18,445
22,499
31,500
25,481
22,431
34,489
29,493
26,484
33,459
22,434
28,497
32,457
22,461

26,496
20,490
36,491
26,498
32,471
29,474
23,481
22,468
31,495
30,482
24,492
15,500
20,493
28,478
27,451
26,479
32,486
25,499
28,450

25,500
25,494
23,461
27,493
35,463
20,469
22,444
34,477
32,482
18,488
28,499
21,497
26,498
26,496
26,491
29,478
30,492
29,457
24,495

25,493
30,498
29,500
26,499
19,470
26,452
33,429
27,479
30,478
18,474
24,460
24,487
27,494
32,486
25,496
22,476
37,497
22,445
24,495

25,448
20,486
27,467
21,474
34,499
19,462
28,487
29,491
31,490
24,493
25,500
28,489
24,485
29,494
26,495
41,492
21,483
23,496
25,497

27,496
33,493
30,438
29,469
20,484
25,486
31,487
21,448
32,491
28,451
20,472
29,500
31,495
28,499
22,498
26,473
27,497
25,471
16,490

27,496
29,483
22,479
32,493
15,457
32,495
27,497
19,500
31,482
35,484
27,494
21,499
24,481
25,489
28,498
24,491
23,453
33,472
26,473

25,495
26,491
31,496
29,497
30,482
22,436
26,481
25,498
24,476
21,490
28,493
32,500
35,492
27,489
23,459
23,468
21,487
24,486
28,475

30,479
29,473
25,462
29,493
23,436
28,480
29,496
22,485
27,500
24,499
30,494
23,488
33,490
27,495
21,471
20,491
30,492
27,483
23,446

26,494
21,495
30,499
34,468
30,432
16,477
23,498
16,496
35,490
23,386
32,480
26,470
24,457
20,489
25,497
31,485
23,500
35,482
30,476

23,499
35,446
25,488
31,476
34,467
25,408
29,424
30,495
24,486
27,496
30,497
27,482
17,480
25,483
30,500
29,498
25,473
20,494
14,416

27,474
23,497
26,473
32,495
24,499
35,491
26,490
21,496
32,494
23,443
35,480
20,426
23,484
28,489
29,483
28,493
23,482
21,500
24,485

24,500
30,442
27,423
28,489
32,492
22,498
24,496
26,463
29,488
29,497
25,465
26,494
24,466
25,486
25,495
21,490
32,499
30,459
21,473

25,489
21,468
33,498
28,458
25,459
22,471
24,463
30,497
29,500
29,493
26,466
26,474
27,477
25,499
32,487
33,490
22,496
21,492
22,494

30,499
31,485
22,483
29,495
33,497
19,490
27,445
23,486
31,488
28,479
28,493
26,464
28,496
33,498
24,500
28,491
18,466
19,453
23,451

23,485
31,489
20,493
39,464
21,476
24,492
31,496
28,481
27,499
27,442
27,497
29,498
28,477
23,494
26,487
21,479
25,500
24,460
26,495

23,456
21,469
22,464
24,496
25,492
39,490
30,459
25,495
26,471
21,485
21,497
26,499
28,489
34,483
28,486
24,500
32,493
24,473
27,494

27,487
23,458
30,493
24,497
33,498
25,474
30,494
25,453
34,489
21,490
24,492
21,463
31,478
24,481
24,496
26,500
23,419
24,495
31,499

20,457
23,488
18,490
20,489
29,434
24,493
41,473
26,479
32,497
27,487
23,464
27,499
17,442
27,482
29,496
34,495
34,500
23,498
26,443

25,456
24,482
30,460
19,491
23,451
32,494
22,474
24,459
24,478
25,465
29,499
33,495
34,500
30,486
35,497
22,496
20,498
16,488
33,447

25,500
24,482
29,489
26,498
30,499
29,462
34,486
23,483
27,497
22,494
23,471
21,436
22,421
30,477
27,487
20,490
27,444
30,488
31,485

32,476
27,499
22,467
25,496
22,469
36,495
24,480
27,494
25,483
31,497
27,498
29,486
25,479
17,500
28,478
28,485
23,482
23,465
29,493

28,472
21,500
27,492
23,485
28,494
23,483
32,497
30,499
23,463
38,493
31,473
25,489
27,496
28,474
23,486
17,491
25,479
25,421
26,498

32,500
31,483
30,498
24,480
23,488
28,491
28,484
16,472
32,499
31,467
26,495
25,479
25,451
21,482
17,496
26,473
29,462
21,494
35,486

26,499
33,495
18,452
31,494
32,491
29,500
24,490
28,493
29,488
23,489
23,482
28,484
27,477
19,425
20,438
30,498
27,480
25,481
28,475

23,500
20,480
27,497
30,492
31,464
27,476
38,475
29,484
24,477
24,493
30,490
23,487
26,485
29,499
19,479
29,449
22,491
26,496
23,498

28,494
33,500
24,492
23,496
30,498
31,479
25,475
36,495
27,462
16,437
23,461
28,493
20,454
25,470
23,460
25,486
36,497
22,499
25,480

26,493
34,499
25,492
30,483
27,490
32,464
26,495
25,480
36,498
22,486
30,497
30,485
21,469
15,496
20,450
25,500
24,456
28,491
24,445

31,477
32,489
30,482
21,462
25,493
31,491
20,464
27,490
20,475
21,418
27,496
32,487
31,499
30,497
23,492
27,458
29,488
21,495
22,500

24,474
29,497
29,479
25,462
31,457
18,478
22,471
29,495
23,496
29,493
42,499
24,500
19,489
23,482
25,498
31,492
29,490
25,486
23,487

33,490
32,492
28,494
25,496
15,485
28,497
24,493
31,498
26,495
29,499
24,482
27,484
22,500
30,486
36,478
24,470
19,475
20,422
27,444

24,495
29,473
26,471
31,482
26,497
26,494
32,499
25,468
32,489
27,493
27,498
19,464
19,481
27,496
30,488
28,485
21,500
21,474
30,477

20,461
29,486
23,498
28,458
27,471
20,472
30,491
26,496
30,487
21,500
34,485
31,490
18,454
27,488
24,495
25,499
32,494
25,497
30,482

23,477
28,494
24,499
32,497
22,466
21,481
23,456
33,485
28,492
27,474
30,491
17,476
28,495
23,475
21,489
31,486
30,498
24,479
35,500

29,498
23,500
26,492
30,487
22,475
32,499
21,484
32,464
26,486
22,496
25,489
25,495
26,479
26,483
25,468
35,490
26,497
24,491
25,473

19,412
31,470
33,473
26,469
30,488
25,462
20,431
21,500
31,492
38,494
18,481
27,498
22,487
22,493
23,497
23,490
29,491
32,499
30,496

26,496
28,499
19,497
31,465
36,495
27,500
22,483
25,475
21,446
24,489
26,494
25,420
17,492
34,468
28,482
32,488
32,498
25,490
22,479

34,489
30,497
28,472
26,474
22,478
27,486
23,484
31,491
30,487
26,493
30,499
20,456
20,476
28,498
25,457
25,500
25,449
29,480
21,494

27,477
23,464
28,488
26,499
26,494
25,498
30,500
25,479
24,481
18,497
37,493
24,485
26,454
25,484
24,486
27,492
24,487
22,495
39,468

27,491
28,494
22,429
29,484
17,422
25,463
28,489
26,483
30,488
17,476
27,497
36,500
23,466
29,485
26,487
26,495
32,464
23,492
29,499

27,492
25,498
28,462
22,485
22,477
40,486
34,481
25,475
21,456
31,490
19,500
21,495
26,499
28,483
31,439
24,496
26,487
21,491
29,470

23,476
30,499
22,500
21,481
25,489
24,480
33,497
22,473
32,478
30,494
28,493
26,490
27,486
26,487
27,491
22,482
25,495
29,496
28,498

15,495
32,496
24,499
27,446
26,492
23,471
36,489
27,494
27,498
26,493
28,480
25,497
27,466
27,463
22,475
24,500
30,473
25,490
29,457

24,485
18,449
24,492
25,496
26,489
35,499
20,486
25,498
34,497
26,495
32,494
20,475
28,490
25,445
27,500
28,493
24,481
26,458
33,483

25,498
31,492
24,488
24,456
26,500
26,495
26,460
29,485
33,443
25,479
31,491
22,475
28,499
21,446
28,493
31,497
28,438
19,467
23,482

26,498
37,500
30,479
26,493
18,496
24,480
18,464
19,492
24,486
22,497
28,489
28,446
24,491
29,499
22,477
24,474
31,494
31,495
39,490

27,483
30,459
33,487
22,473
27,495
37,492
27,486
18,498
15,478
28,482
25,499
25,494
31,463
24,484
35,500
27,491
24,496
30,489
15,497

22,433
28,496
26,499
21,487
21,488
26,493
23,445
24,500
28,477
26,483
27,490
28,448
17,486
32,465
41,478
24,494
36,480
31,497
19,498

26,499
27,497
34,500
31,492
20,493
24,465
30,489
21,386
27,494
25,474
30,495
25,470
24,496
21,498
25,463
24,456
29,462
35,491
22,440

27,474
39,498
25,500
28,493
27,475
27,460
32,497
27,482
24,484
22,490
28,491
19,424
25,467
34,492
15,441
30,486
26,499
23,447
22,496

23,447
29,489
26,494
26,486
21,485
23,499
28,484
25,497
16,500
25,495
34,493
28,483
31,474
25,490
25,488
28,492
29,482
28,498
30,475

25,494
35,435
16,468
27,493
29,496
26,495
23,463
25,441
29,499
26,475
36,485
24,480
24,491
14,458
31,472
26,492
26,490
30,500
28,489

23,499
33,473
25,489
36,475
20,497
24,494
29,487
29,477
23,488
19,481
26,492
24,495
24,493
20,498
27,490
29,438
34,482
24,457
31,500

26,493
27,444
20,480
31,500
30,499
14,492
32,497
26,489
30,498
22,461
24,491
27,496
31,473
33,488
30,483
29,479
25,495
14,392
29,453

26,489
29,471
30,497
23,466
33,499
26,493
23,487
34,477
31,492
28,496
19,470
29,488
22,494
26,444
23,448
21,486
29,500
28,495
20,478

39,483
25,493
24,500
29,499
37,484
26,436
22,498
28,497
30,494
24,490
33,495
32,471
20,444
22,491
18,474
24,461
23,455
23,453
21,464

22,433
28,489
22,441
20,491
40,483
29,500
25,444
19,466
35,460
24,478
35,496
28,488
25,487
26,492
34,498
22,499
23,495
17,486
26,448

23,500
27,477
39,463
25,487
28,485
23,484
28,495
24,471
22,497
23,488
22,482
27,464
34,492
25,452
23,493
25,496
29,489
33,499
20,498

33,497
19,493
29,500
23,442
24,461
22,456
30,499
31,477
30,466
20,487
31,482
25,455
24,484
27,495
26,472
23,468
30,489
21,498
32,492

25,498
25,500
28,485
33,484
17,383
32,499
29,496
21,489
27,482
24,448
29,497
27,457
31,494
23,472
29,495
18,470
29,492
18,493
35,487

32,496
26,491
30,462
28,494
24,485
23,411
26,466
30,490
22,489
24,483
20,396
25,499
24,497
30,492
24,498
20,457
24,463
37,486
31,500

36,500
33,482
32,499
23,481
24,465
22,489
30,484
30,479
24,483
22,492
28,458
26,497
28,498
22,462
25,486
23,495
26,490
29,420
17,461

26,459
34,492
23,493
30,486
26,500
21,487
20,467
28,483
24,496
30,447
26,490
23,473
24,465
29,499
26,484
35,494
22,491
23,479
30,495

24,490
28,452
30,489
21,474
20,495
25,498
25,480
30,496
29,493
23,466
25,492
27,491
27,499
22,483
29,487
26,469
37,500
32,497
20,455

19,457
22,469
25,490
23,484
22,492
30,418
33,493
24,424
24,499
21,488
32,495
26,498
26,494
31,497
32,461
27,496
26,500
29,487
28,427

24,490
28,497
30,493
28,496
18,486
20,456
21,478
30,489
28,467
22,495
28,499
24,498
20,462
26,454
30,494
27,487
29,440
33,492
34,500

31,485
24,424
22,497
29,487
31,481
24,486
23,449
28,493
28,492
21,499
22,454
25,469
25,479
36,496
21,491
25,482
28,494
27,498
30,500

29,493
23,417
21,484
18,477
29,460
27,491
25,494
34,471
27,478
25,496
17,497
26,487
34,467
28,451
32,495
29,499
22,462
25,500
29,498

28,478
31,472
29,497
23,475
23,480
28,488
38,491
33,500
21,495
31,490
27,487
29,492
26,484
30,498
19,441
21,406
22,496
24,482
17,499

25,497
25,473
25,492
22,489
23,498
26,499
35,485
36,495
32,443
32,484
28,494
30,500
18,448
22,487
23,483
26,486
22,480
26,466
24,458

26,463
23,400
36,479
20,460
28,486
29,498
29,492
23,465
28,500
19,484
39,489
21,497
26,499
25,483
16,490
33,491
28,496
26,473
25,493

28,500
21,489
33,451
26,499
24,494
28,469
28,497
26,484
28,498
29,482
27,466
22,488
29,441
22,478
21,496
34,486
36,474
14,476
24,490

24,480
29,494
22,484
32,447
27,452
23,438
24,495
23,500
21,498
29,482
28,487
32,477
30,499
30,464
28,490
20,485
20,479
29,478
29,496

29,488
26,493
28,477
24,494
31,485
20,481
28,498
26,476
28,492
28,497
17,486
20,468
21,472
22,480
34,500
30,496
24,449
31,499
33,491

28,490
29,496
27,488
30,499
35,475
26,485
28,497
27,486
23,459
29,487
33,492
20,498
27,478
17,474
21,429
26,483
18,422
32,495
24,500

17,488
24,467
26,496
26,494
33,486
32,482
30,500
24,489
32,490
16,481
27,478
20,499
25,492
25,484
22,487
32,497
31,477
25,498
33,475

34,499
26,445
28,500
25,485
30,494
27,490
26,489
20,493
28,474
21,492
26,496
22,465
33,483
26,475
33,497
23,481
18,450
31,469
23,498

28,498
21,466
29,450
28,495
29,497
24,499
35,478
22,488
28,500
22,493
31,494
29,468
34,482
16,457
17,352
19,456
31,489
30,486
27,484

30,495
33,499
28,473
28,494
29,493
27,485
25,445
20,487
29,496
22,492
28,500
24,432
23,497
19,465
27,498
26,481
29,486
32,480
21,488

31,496
28,498
24,480
24,493
22,491
31,477
13,470
21,486
25,461
22,483
33,500
32,495
30,499
29,484
24,457
25,489
25,497
30,487
31,492

26,474
24,470
22,475
23,477
35,498
23,464
26,480
25,499
26,493
21,375
29,482
33,497
38,484
32,494
23,495
25,461
24,471
27,492
18,500

34,457
16,500
30,496
29,497
25,492
40,493
34,489
22,475
26,498
27,465
32,494
26,488
21,487
30,477
25,467
25,462
15,426
27,495
16,499

22,497
20,404
23,428
24,467
28,470
29,495
25,486
34,498
30,477
22,478
29,499
25,472
22,500
19,490
31,483
35,476
29,488
23,493
30,468

27,488
17,486
31,457
27,489
30,493
23,469
22,470
26,499
32,500
26,490
23,458
30,491
33,496
23,476
29,495
24,464
26,459
30,494
21,498

24,477
21,439
39,470
24,488
36,499
32,473
24,449
15,478
20,483
30,486
32,495
23,496
27,497
32,500
29,487
22,465
27,498
17,485
26,476

24,464
32,475
21,492
28,490
31,485
32,476
17,428
27,465
30,495
29,498
33,474
27,499
20,486
23,496
25,469
20,473
25,488
33,491
23,500

24,499
24,487
30,498
31,495
22,472
24,493
32,486
25,473
27,481
26,479
24,500
30,490
31,461
23,484
17,496
25,462
30,497
29,494
26,469

29,497
17,380
28,488
26,471
30,495
23,494
31,500
34,484
17,499
20,492
33,486
27,477
26,496
30,463
35,485
25,489
26,490
22,482
21,451

27,499
26,467
21,498
21,463
29,495
27,481
36,487
18,497
25,466
28,500
31,491
32,494
23,477
20,465
25,496
28,471
29,483
22,490
32,446

18,498
29,496
21,445
26,471
28,493
31,488
21,482
30,478
34,486
27,499
32,448
30,490
19,489
32,497
20,500
21,460
33,495
26,483
22,419

23,495
24,498
25,472
24,496
34,493
36,500
29,488
32,482
22,492
28,487
17,446
21,476
28,494
21,490
23,439
26,469
33,499
25,497
29,479

17,498
21,484
40,499
23,488
25,472
30,500
27,465
25,471
26,463
28,480
26,490
30,473
34,479
25,495
27,470
20,474
22,492
23,487
31,497

30,495
27,487
25,484
35,500
32,498
23,499
22,496
28,486
25,482
34,447
27,490
25,460
17,441
20,488
25,455
23,494
32,450
31,433
19,467

34,487
30,497
24,483
23,488
26,499
21,470
28,448
19,453
27,491
22,495
26,455
31,492
23,486
29,494
27,500
24,473
33,498
19,463
34,489

40,498
25,492
26,490
20,488
28,499
34,480
20,470
20,483
25,489
22,481
28,484
22,491
27,500
24,453
26,440
20,495
31,487
31,496
31,497

23,486
25,467
25,477
32,476
18,484
33,465
25,499
28,475
37,494
34,497
29,487
30,492
16,496
18,490
31,500
20,491
28,479
28,498
20,481

37,500
18,497
23,463
22,491
24,495
26,498
16,481
28,478
29,488
26,496
33,485
31,470
30,492
19,489
30,475
23,494
26,484
31,469
28,407

24,498
14,479
29,491
25,485
34,438
27,490
20,343
23,430
29,500
24,496
25,493
27,497
38,475
22,492
19,483
21,499
30,489
35,480
34,488

31,498
27,491
25,495
22,500
26,441
34,499
29,487
24,471
26,440
19,482
26,494
20,464
29,497
22,478
26,496
34,492
28,446
26,451
26,445

31,498
23,444
22,475
18,499
30,485
38,463
21,492
21,488
27,495
35,489
28,486
28,434
21,496
35,500
19,443
27,490
27,461
24,477
25,494

21,483
29,422
18,490
27,496
30,489
29,498
31,493
29,488
29,487
25,485
31,497
22,494
19,499
30,479
36,464
29,500
23,482
17,484
25,486

35,495
19,461
26,499
27,500
23,485
25,475
28,490
24,479
36,445
31,476
28,498
18,482
32,481
29,493
28,496
23,489
26,439
21,492
21,497

33,493
28,479
34,494
21,489
32,497
17,478
27,499
31,486
29,454
27,488
17,432
20,475
26,500
21,473
32,498
25,447
24,490
27,481
29,492

19,496
31,485
34,497
36,500
30,466
26,494
25,493
28,443
31,468
27,495
21,458
26,488
30,483
19,498
23,499
25,474
26,473
22,489
21,486

26,429
26,482
28,487
22,499
24,494
26,495
33,489
32,498
24,490
29,488
22,456
30,469
22,448
30,486
26,480
20,500
29,492
26,496
25,491

27,497
22,496
25,499
28,493
23,412
24,489
35,467
28,425
31,500
21,474
25,494
30,447
31,491
30,495
23,486
25,457
20,477
25,476
27,490

22,475
29,495
26,493
37,499
26,500
22,483
29,492
21,498
27,485
18,456
29,480
31,496
27,494
26,497
21,488
33,467
19,489
30,438
27,491

25,469
17,484
33,490
27,491
26,498
22,499
31,497
33,496
19,481
24,476
24,474
36,485
27,488
28,493
24,495
25,436
22,438
29,494
28,500

37,458
30,488
27,495
23,481
23,499
23,492
29,478
26,500
28,490
28,489
16,452
26,487
26,494
22,483
25,480
29,451
35,497
27,498
20,475

16,475
29,499
33,500
31,448
27,450
18,494
28,496
29,465
22,480
20,490
31,493
28,479
23,458
23,498
34,491
29,486
34,483
24,497
21,485

31,495
23,483
28,499
24,493
24,490
32,491
22,461
28,500
29,482
22,437
24,485
30,496
28,488
24,498
31,487
33,497
17,470
32,466
18,456

29,496
28,491
25,484
32,444
27,483
25,474
25,499
20,440
25,497
34,466
18,488
24,479
31,487
22,486
22,449
29,492
23,475
31,500
30,482

27,495
29,483
24,477
32,492
20,488
19,499
24,500
28,479
20,493
30,490
30,484
25,494
29,486
27,497
28,473
29,474
30,498
25,463
24,487

29,490
23,500
28,498
35,479
29,496
17,488
25,462
17,491
31,485
25,474
18,470
29,494
30,499
32,487
17,429
28,464
22,489
32,497
33,482

24,496
24,495
28,491
30,457
20,484
25,446
23,493
41,497
23,500
18,487
23,499
25,481
35,489
29,486
25,494
26,470
31,498
27,490
23,483

28,491
34,489
31,499
23,495
26,493
24,496
18,452
22,497
29,498
24,438
25,479
25,476
33,483
20,437
24,468
21,463
40,500
26,480
27,474

18,475
26,478
23,459
26,500
29,486
27,483
19,497
28,481
23,499
23,461
38,496
31,484
30,495
22,413
17,465
35,493
27,476
27,494
31,485

21,492
27,496
27,461
30,500
27,468
25,481
29,478
24,498
30,474
21,497
30,482
24,493
29,490
29,479
15,486
29,491
36,495
24,499
23,494

17,499
29,493
27,495
35,470
30,496
34,497
27,473
22,476
25,480
23,484
35,498
30,469
20,486
17,450
20,485
35,479
23,466
26,500
25,462

27,462
24,500
34,499
26,497
30,475
32,481
23,483
22,485
23,486
25,490
18,482
25,480
26,491
25,452
18,463
31,498
32,476
30,451
29,492

24,496
25,493
28,497
28,480
31,469
25,471
20,498
24,447
21,466
26,481
13,487
25,479
25,495
40,500
28,499
31,494
33,491
29,485
24,433

31,492
32,500
27,497
22,481
30,499
29,486
22,454
22,491
21,479
37,487
23,498
30,494
24,495
19,490
40,484
20,468
21,480
20,399
30,493

26,475
30,483
23,487
23,494
23,490
33,480
25,447
30,474
29,500
23,479
26,499
23,451
25,492
39,498
26,481
19,484
20,493
24,457
33,495

34,477
34,451
26,496
23,475
18,443
22,484
24,497
27,489
22,487
24,499
21,493
30,500
28,471
29,494
28,492
34,488
30,478
21,482
25,457

19,489
16,475
35,483
28,500
32,482
20,493
26,474
19,439
23,496
27,484
28,466
21,490
31,498
28,492
28,488
31,499
35,497
30,491
23,486

32,462
30,496
21,493
32,483
23,494
26,487
21,469
23,460
26,466
24,500
23,471
30,490
37,497
26,482
27,491
24,457
24,480
23,495
28,488

21,496
26,489
31,481
34,492
25,495
27,478
30,480
23,494
23,477
38,497
21,470
23,449
27,463
17,485
30,453
27,500
31,499
23,487
23,491

21,492
31,470
19,489
31,487
27,471
25,482
25,473
28,499
28,485
26,479
26,465
31,500
26,481
37,494
20,498
24,478
22,493
24,497
29,488

27,497
29,467
25,484
26,488
24,469
20,456
22,490
35,480
23,495
27,494
31,499
25,474
27,496
25,492
33,489
15,493
29,468
23,481
34,500

18,499
18,470
27,492
39,491
33,465
30,488
25,459
19,468
29,495
24,493
36,500
31,472
22,498
27,474
24,450
35,490
20,497
24,487
19,412

28,487
32,493
27,433
34,497
32,475
32,492
23,472
26,473
27,495
21,494
29,485
27,449
21,500
30,499
18,459
22,488
20,481
26,483
25,496

21,476
24,500
25,492
32,481
21,461
35,494
23,488
25,497
26,458
31,491
24,493
20,498
26,490
33,484
34,499
21,469
29,465
27,496
23,479

20,493
28,475
20,402
35,499
25,480
28,396
25,471
29,497
21,495
16,494
23,468
27,451
21,491
33,488
19,481
27,485
36,496
30,500
37,490

25,478
24,486
26,466
28,495
26,448
31,453
29,496
23,480
27,492
28,475
29,499
29,497
21,500
24,462
24,490
16,459
37,498
28,483
25,488

17,460
25,486
25,485
30,484
33,499
17,455
29,464
29,462
31,480
25,495
20,479
20,483
29,498
28,500
26,494
27,473
22,496
32,491
35,493

26,488
25,498
29,495
29,473
24,497
31,487
25,489
23,457
26,500
25,499
27,490
26,483
23,486
29,468
29,477
26,491
22,494
21,485
34,496

33,487
27,482
30,479
23,494
21,491
34,489
23,493
25,469
31,499
29,498
22,496
21,483
29,495
23,500
26,485
28,442
31,488
29,497
15,445

25,500
28,498
19,488
31,491
20,487
28,489
34,484
24,494
18,444
25,492
19,496
34,499
37,495
24,493
23,490
26,497
30,473
35,481
20,482

23,469
33,498
23,497
27,460
22,488
39,494
16,495
29,492
31,462
30,490
18,471
25,500
41,493
20,482
23,453
17,487
25,499
29,433
29,483

22,421
22,495
32,483
22,468
27,500
30,484
31,494
26,457
26,490
34,499
20,488
36,492
20,405
25,465
29,498
26,486
27,448
23,487
22,497

25,481
21,474
29,460
28,471
24,490
19,496
25,489
23,498
28,477
37,484
29,469
33,495
26,499
30,497
33,500
21,478
17,462
24,476
28,466

28,496
19,483
21,497
26,488
29,423
28,484
26,471
25,462
28,498
21,468
30,492
26,489
34,495
26,499
30,500
26,458
30,482
26,429
21,476

33,493
35,485
20,456
24,402
35,499
32,494
27,500
25,480
25,498
23,467
19,474
18,461
26,490
23,475
23,419
21,492
43,483
21,479
27,489

26,486
32,500
19,417
29,492
31,496
27,481
19,499
32,491
32,488
25,465
30,497
26,484
19,498
36,449
27,455
26,466
26,459
25,493
13,406

20,460
27,483
26,464
22,497
39,481
21,490
34,487
22,496
23,498
24,484
27,488
19,468
29,492
25,500
29,489
28,478
30,477
28,499
27,448

34,490
24,476
29,497
26,465
23,498
21,429
25,480
23,462
22,446
30,486
16,459
25,437
22,433
25,499
25,495
20,492
36,493
29,494
45,500

28,496
30,487
35,493
24,477
24,498
31,491
19,405
30,497
32,495
29,499
25,456
21,489
26,483
15,500
23,494
27,470
21,479
28,484
32,466

31,455
34,498
16,476
30,491
22,486
28,483
23,479
25,493
24,485
27,495
19,499
29,478
23,448
26,500
32,467
33,463
24,494
26,484
28,497

30,500
26,472
23,452
24,481
32,499
24,479
23,495
25,488
28,496
23,493
